0.000000	0.000000
0.015340	0.000000
0.030680	0.000000
0.046019	0.000000
0.061359	0.000000
0.076699	0.000000
0.092039	0.000000
0.107379	0.000000
0.122718	0.000000
0.138058	0.000000
0.153398	0.000000
0.168738	0.000000
0.184078	0.000000
0.199417	0.000000
0.214757	0.000000
0.230097	0.000000
0.245437	0.000000
0.260777	0.000000
0.276117	0.000000
0.291456	0.000000
0.306796	0.000000
0.322136	0.000000
0.337476	0.000000
0.352816	0.000000
0.368155	0.000000
0.383495	0.000000
0.398835	0.000000
0.414175	0.000000
0.429515	0.000000
0.444854	0.000000
0.460194	0.000000
0.475534	0.000000
0.490874	0.000000
0.506214	0.000000
0.521553	0.000000
0.536893	0.000000
0.552233	0.000000
0.567573	0.000000
0.582913	0.000000
0.598252	0.000000
0.613592	0.000000
0.628932	0.000000
0.644272	0.000000
0.659612	0.000000
0.674951	0.000000
0.690291	0.000000
0.705631	0.000000
0.720971	0.000000
0.736311	0.000000
0.751651	0.000000
0.766990	0.000000
0.782330	0.000000
0.797670	0.000000
0.813010	0.000000
0.828350	0.000000
0.843689	0.000000
0.859029	0.000000
0.874369	0.000000
0.889709	0.000000
0.905049	0.000000
0.920388	0.000000
0.935728	0.000000
0.951068	0.000000
0.966408	0.000000
0.981748	0.000000
0.997087	0.000000
1.012427	0.000000
1.027767	0.000000
1.043107	0.000000
1.058447	0.000000
1.073786	0.000000
1.089126	0.000000
1.104466	0.000000
1.119806	0.000000
1.135146	0.000000
1.150486	0.000000
1.165825	0.000000
1.181165	0.000000
1.196505	0.000000
1.211845	0.000000
1.227185	0.000000
1.242524	0.000000
1.257864	0.000000
1.273204	0.000000
1.288544	0.000000
1.303884	0.000000
1.319223	0.000000
1.334563	0.000000
1.349903	0.000000
1.365243	0.000000
1.380583	0.000000
1.395922	0.000000
1.411262	0.000000
1.426602	0.000000
1.441942	0.000000
1.457282	0.000000
1.472621	0.000000
1.487961	0.000000
1.503301	0.000000
1.518641	0.000000
1.533981	0.000000
1.549320	0.000000
1.564660	0.000000
1.580000	0.000000
1.595340	0.000000
1.610680	0.000000
1.626019	0.000000
1.641359	0.000000
1.656699	0.000000
1.672039	0.000000
1.687379	0.000000
1.702718	0.000000
1.718058	0.000000
1.733398	0.000000
1.748738	0.000000
1.764078	0.000000
1.779418	0.000000
1.794757	0.000000
1.810097	0.000000
1.825437	0.000000
1.840777	0.000000
1.856117	0.000000
1.871456	0.000000
1.886796	0.000000
1.902136	0.000000
1.917476	0.000000
1.932816	0.000000
1.948155	0.000000
1.963495	0.000000
1.978835	0.000000
1.994175	0.000000
2.009515	0.000000
2.024854	0.000000
2.040194	0.000100
2.055534	0.000000
2.070874	0.000000
2.086214	0.000900
2.101553	0.000701
2.116893	0.002199
2.132233	0.013018
2.147573	0.021186
2.162913	0.054045
2.178252	0.108232
2.193592	0.218845
2.208932	0.347046
2.224272	0.607327
2.239612	0.959846
2.254951	1.278688
2.270291	1.754032
2.285631	2.420600
2.300971	2.959182
2.316311	3.443325
2.331651	4.034799
2.346990	4.414764
2.362330	4.830996
2.377670	4.879405
2.393010	4.806229
2.408350	4.695750
2.423689	4.464663
2.439029	4.089903
2.454369	3.777333
2.469709	3.420439
2.485049	2.963412
2.500388	2.558510
2.515728	2.183988
2.531068	1.850295
2.546408	1.664247
2.561748	1.365279
2.577087	1.165265
2.592427	1.015415
2.607767	0.855243
2.623107	0.686761
2.638447	0.599758
2.653787	0.487697
2.669126	0.415199
2.684466	0.355831
2.699806	0.286999
2.715146	0.284892
2.730486	0.248834
2.745825	0.215053
2.761165	0.186365
2.776505	0.166596
2.791845	0.153431
2.807185	0.130023
2.822525	0.102684
2.837864	0.092623
2.853204	0.087697
2.868544	0.074888
2.883884	0.070605
2.899224	0.074694
2.914563	0.070610
2.929903	0.065499
2.945243	0.060005
2.960583	0.061798
2.975923	0.065176
2.991262	0.048940
3.006602	0.060600
3.021942	0.060275
3.037282	0.051211
3.052622	0.057089
3.067961	0.049419
3.083301	0.068401
3.098641	0.078280
3.113981	0.070610
3.129321	0.081019
3.144660	0.095463
3.160000	0.104971
3.175340	0.114479
3.190680	0.144660
3.206020	0.162733
3.221359	0.188831
3.236699	0.213399
3.252039	0.244245
