0	0
0.05	0.0031
0.1	0.0062
0.15	0.0091
0.2	0.0111
0.25	0.0129
0.3	0.0129
0.35	0.0129
0.4	0.0129
0.45	0.0129
0.5	0.016
0.55	0.0191
0.6	0.0224
0.65	0.0265
0.7	0.031
0.75	0.0372
0.8	0.0434
0.85	0.0507
0.9	0.06
0.95	0.0638
1	0.0675
1.05	0.0712
1.1	0.075
1.15	0.0787
1.2	0.0824
1.25	0.0868
1.3	0.1023
1.35	0.1185
1.4	0.135
1.45	0.154
1.5	0.1747
1.55	0.2007
1.6	0.2313
1.65	0.2592
1.7	0.336
1.75	0.393
1.8	0.515
1.85	0.6613
1.9	0.8363
1.95	1.0154
2	1.1486
2.05	1.3486
2.1	1.5089
2.15	1.6235
2.2	1.6512
2.25	1.4154
2.3	1.3252
2.35	0.9968
2.4	0.8326
2.45	0.7242
2.5	0.6476
2.55	0.6011
2.6	0.5272
2.65	0.5069
2.7	0.5069
2.75	0.5069
2.8	0.5211
2.85	0.5486
2.9	0.575
2.95	0.5998
3	0.6284
3.05	0.6625
3.1	0.6966
3.15	0.8206
3.2	0.8792
3.25	0.9547
3.3	1.0585
3.35	1.1699
3.4	1.2459
3.45	1.3984
3.5	1.578
3.55	1.6431
3.6	1.8089
3.65	1.9131
3.7	2.0152
3.75	2.0624
3.8	2.0655
3.85	2.0367
3.9	1.899
3.95	1.6761
4	1.4974
4.05	1.1474
4.1	1.0036
4.15	0.8338
4.2	0.6558
4.25	0.6217
4.3	0.5712
4.35	0.5339
4.4	0.5154
4.45	0.5108
4.5	0.5061
4.55	0.505
4.6	0.5154
4.65	0.5267
4.7	0.5432
4.75	0.5599
4.8	0.5785
4.85	0.5971
4.9	0.625
4.95	0.6701
5	0.7116
5.05	0.7525
5.1	0.7938
5.15	0.8646
5.2	0.9129
5.25	0.9439
5.3	0.992
5.35	1.0431
5.4	1.0834
5.45	1.119
5.5	1.1541
5.55	1.204
5.6	1.2497
5.65	1.2856
5.7	1.3042
5.75	1.3207
5.8	1.3286
5.85	1.3182
5.9	1.3021
5.95	1.2714
6	1.2423
6.05	1.1989
6.1	1.1693
6.15	1.1158
6.2	1.0829
6.25	1.0492
6.3	1.0045
6.35	0.9869
6.4	0.9826
6.45	0.9888
6.5	0.995
6.55	1.0003
6.6	1.0052
6.65	1.0102
6.7	1.0172
6.75	1.0296
6.8	1.0408
6.85	1.047
6.9	1.0532
6.95	1.0513
7	1.0378
7.05	1.0061
7.1	0.9844
7.15	0.9417
7.2	0.8947
7.25	0.8671
7.3	0.833
7.35	0.7937
7.4	0.7854
7.45	0.7778
7.5	0.7855
7.55	0.7933
7.6	0.8023
7.65	0.8147
7.7	0.8271
7.75	0.8436
7.8	0.8643
7.85	0.8905
7.9	0.9241
7.95	0.9427
8	0.9613
8.05	0.9791
8.1	0.9946
8.15	1.0101
8.2	1.0261
8.25	1.0427
8.3	1.0618
8.35	1.0845
8.4	1.1038
8.45	1.1162
8.5	1.1286
8.55	1.141
8.6	1.1534
8.65	1.1777
8.7	1.197
8.75	1.2115
8.8	1.2156
8.85	1.2156
8.9	1.2058
8.95	1.1911
9	1.1787
9.05	1.161
9.1	1.1424
9.15	1.114
9.2	1.0863
9.25	1.0636
9.3	1.0382
9.35	1.0072
9.4	0.9633
9.45	0.9323
9.5	0.9215
9.55	0.914
9.6	0.9066
9.65	0.899
9.7	0.8913
9.75	0.8835
9.8	0.879
9.85	0.8766
9.9	0.8741
9.95	0.8728
10	0.878
10.05	0.8831
10.1	0.8883
10.15	0.8935
10.2	0.8986
10.25	0.9038
10.3	0.909
10.35	0.9141
10.4	0.9219
10.45	0.9302
10.5	0.9384
10.55	0.9467
10.6	0.9642
10.65	0.9868
10.7	1.0116
10.75	1.0185
10.8	1.0236
10.85	1.0288
10.9	1.034
10.95	1.0493
11	1.0679
11.05	1.0809
11.1	1.0912
11.15	1.1015
11.2	1.1119
11.25	1.1176
11.3	1.1192
11.35	1.1207
11.4	1.1165
11.45	1.1103
11.5	1.1041
11.55	1.0967
11.6	1.0892
11.65	1.0818
11.7	1.0737
11.75	1.0651
11.8	1.0564
11.85	1.0476
11.9	1.0377
11.95	1.0278
12	1.0179
12.05	1.008
12.1	0.998
12.15	0.9881
12.2	0.9783
12.25	0.9695
12.3	0.9606
12.35	0.9517
12.4	0.9429
12.45	0.9348
12.5	0.9286
12.55	0.9223
12.6	0.9161
12.65	0.9099
12.7	0.9038
12.75	0.8979
12.8	0.9029
12.85	0.9079
12.9	0.9128
12.95	0.922
13	0.9344
13.05	0.9444
13.1	0.9518
13.15	0.9593
13.2	0.9668
13.25	0.978
13.3	0.9891
13.35	1.0003
13.4	1.0081
13.45	1.0135
13.5	1.0188
13.55	1.0241
13.6	1.0294
13.65	1.0398
13.7	1.0522
13.75	1.0599
13.8	1.0648
13.85	1.0698
13.9	1.0739
13.95	1.0739
14	1.0739
14.05	1.0739
14.1	1.0739
14.15	1.0731
14.2	1.0706
14.25	1.0681
14.3	1.0656
14.35	1.0587
14.4	1.0509
14.45	1.0431
14.5	1.0348
14.55	1.0266
14.6	1.0183
14.65	1.01
14.7	1.0037
14.75	0.9975
14.8	0.9913
14.85	0.9851
14.9	0.9782
14.95	0.9627
15	0.9536
15.05	0.9474
15.1	0.9412
15.15	0.935
15.2	0.9321
15.25	0.9321
15.3	0.9321
15.35	0.9321
15.4	0.9338
15.45	0.9382
15.5	0.9427
15.55	0.9471
15.6	0.9515
15.65	0.9558
15.7	0.9599
15.75	0.9641
15.8	0.9682
15.85	0.9731
15.9	0.9793
15.95	0.9855
16	0.9917
16.05	0.9988
